,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
1914,Marc Albrighton,31,Midfielder,Leicester City,863,388,475,England,20,8,12,0,0,0,3,3,0,0,0,6,4,2,10,5,5,2,0,0.31,0.31,0.0,0.0,0.0,0,1.04,86,43,432,288,0.21,380,22,-1,19,1.2,0.5,0.4,0.0,0.4,1.1,0.1,0,0,3,0.5,1.0,0.7,0.6,0.1,0.5,0.6,3,1.0,20.4,75.2,0.6,1.2,0.1
1915,Marc Bartra,30,Defender,Real Betis,2527,1119,1408,Spain,30,14,16,3,2,1,1,1,0,0,0,5,2,3,46,20,26,8,0,0.14,0.04,0.11,0.16,0.06,842,1.64,55,84,316,2527,0.28,151,221,168,5,2.1,1.2,1.1,,4.1,0.5,0.8,0,3,1,0.8,0.2,,0.9,0.0,0.3,0.6,1,0.2,55.7,85.3,0.0,3.5,0.0
1916,Marc Cardona Rovira,25,Forward,CA Osasuna,703,234,469,Spain,19,11,8,1,0,1,2,1,1,0,0,7,4,3,14,5,9,1,0,0.38,0.26,0.13,0.0,0.19,703,1.79,50,37,703,352,0.13,136,25,-1,13,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1917,Marc Cucurella Saseta,22,Defender,Getafe CF,3250,1684,1566,Spain,37,19,18,1,1,0,5,3,2,0,0,14,8,6,32,18,14,9,0,0.17,0.14,0.03,0.05,0.0,3250,0.89,102,88,361,650,0.25,251,92,38,12,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1918,Marc Guehi,20,Defender,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1919,Marc Navarro Ceciliano,25,Defender,Leganés,220,84,136,Spain,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0.0,0.0,0.0,0.0,0.0,0,1.64,55,55,220,0,0.41,-1,-1,-1,25,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Marc Pedraza Sarto,34,Midfielder,RCD Mallorca,131,70,61,Spain,3,2,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.75,33,44,0,0,0.0,-1,-1,-1,21,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1921,Marc Roca Junqué,24,Midfielder,RCD Espanyol,3019,1595,1424,Spain,35,18,17,2,2,0,1,1,0,2,0,6,3,3,49,28,21,8,0,0.09,0.03,0.06,0.11,0.0,1510,1.46,62,86,377,3019,0.24,212,245,-1,5,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1922,Marc-André ter Stegen,28,Goalkeeper,FC Barcelona,3240,1710,1530,Germany,36,19,17,0,0,0,2,1,1,0,0,14,8,6,32,13,19,1,0,0.06,0.06,0.0,0.0,0.0,0,0.89,101,90,3240,1620,0.03,348,197,36,19,0.1,0.1,0.0,,0.7,0.0,0.0,0,0,2,0.0,0.1,,0.1,0.0,0.0,0.1,2,0.1,34.8,86.4,0.0,6.2,0.0
1923,Marcel Halstenberg,29,Defender,RB Leipzig,2522,1359,1163,Germany,29,16,13,3,1,2,3,1,2,0,0,9,2,7,23,16,7,6,1,0.21,0.11,0.11,0.07,0.15,841,0.82,110,87,420,841,0.21,154,146,7,10,1.6,1.6,0.8,,2.2,1.0,0.4,0,3,3,1.1,1.2,0.8,0.6,0.0,0.3,0.8,3,1.2,58.3,84.9,0.7,1.8,0.0
1924,Marcel Risse,31,Midfielder,Köln,127,86,41,Germany,6,4,2,0,0,0,2,2,0,0,0,2,2,0,1,0,1,1,0,1.42,1.42,0.0,0.0,0.0,0,0.71,127,21,127,64,0.71,-1,-1,-1,23,0.5,0.2,0.5,,0.2,0.0,0.0,0,0,2,0.2,1.0,0.2,0.0,0.0,0.2,0.0,2,1.0,8.5,41.2,1.0,0.2,0.0
1925,Marcel Sabitzer,27,Midfielder,RB Leipzig,2507,1219,1288,Austria,32,16,16,9,3,6,7,1,6,0,0,10,2,8,23,15,8,4,0,0.57,0.25,0.32,0.22,0.42,279,0.83,109,78,627,358,0.14,60,43,-1,3,1.2,0.7,0.6,,0.8,1.2,0.1,0,9,7,2.2,1.8,0.5,1.3,0.1,0.9,1.1,7,1.8,42.0,77.5,0.9,2.4,0.0
1926,Marcel Schmelzer,33,Defender,Borussia Dortmund,59,39,20,Germany,7,3,4,1,0,1,1,0,1,0,0,3,2,1,1,0,1,0,0,3.05,1.53,1.53,0.0,4.5,59,1.53,59,8,0,59,0.0,-1,-1,-1,16,0.3,0.1,0.1,,0.3,0.0,0.0,0,1,1,0.3,0.3,0.0,0.0,0.0,0.1,0.1,1,0.3,6.0,81.0,0.0,0.0,0.0
1927,Marcel Sobottka,27,Midfielder,Fortuna Düsseldorf,698,359,339,Germany,18,9,9,0,0,0,1,0,1,0,0,3,3,0,13,5,8,2,0,0.13,0.13,0.0,0.0,0.0,0,1.68,54,39,349,698,0.26,336,117,-1,26,0.8,0.5,0.9,,0.7,0.5,0.1,0,0,1,0.4,0.2,0.2,0.6,0.0,0.2,0.8,1,0.2,11.7,82.5,0.0,0.6,0.0
1928,Marcel Tisserand,28,Defender,Wolfsburg,1206,540,666,Congo DR,15,6,9,1,0,1,1,1,0,0,0,5,2,3,14,4,10,8,1,0.15,0.07,0.07,0.0,0.14,1206,1.04,86,80,151,1206,0.6,184,192,27,12,1.4,2.2,1.7,,3.2,0.3,0.3,0,1,1,0.5,0.3,0.6,0.3,0.1,0.3,0.7,1,0.3,49.4,76.2,0.1,4.3,0.0
1929,Marcelo,32,Defender,Real Madrid,1299,611,688,Brazil,15,7,8,1,1,0,2,1,1,0,0,4,2,2,12,7,5,2,0,0.21,0.14,0.07,0.15,0.0,1299,0.83,108,87,650,650,0.14,197,102,28,20,1.3,1.2,0.5,,1.2,1.2,0.1,0,1,2,1.1,1.7,,1.2,0.0,0.7,1.3,2,1.7,59.2,84.2,1.1,3.3,0.1
1930,Marcelo Antônio Guedes Filho,33,Defender,Olympique Lyonnais,1505,703,802,Brazil,17,8,9,0,0,0,0,0,0,0,0,5,4,1,14,3,11,4,0,0.0,0.0,0.0,0.0,0.0,0,0.84,108,89,376,0,0.24,315,311,34,21,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1931,Marcelo Brozović,28,Midfielder,Inter Milan,2703,1182,1521,Croatia,32,14,18,3,2,1,6,1,5,0,0,12,6,6,28,12,16,9,0,0.3,0.2,0.1,0.15,0.06,901,0.93,97,84,300,451,0.3,179,65,-1,9,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Marcelo Josemir Saracchi Pintos,23,Midfielder,RB Leipzig,176,98,78,Uruguay,4,2,2,1,0,1,0,0,0,0,0,1,0,1,3,1,2,1,0,0.51,0.0,0.51,0.0,1.15,176,1.53,59,44,176,0,0.51,-1,-1,-1,15,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1933,Marcin Bulka,21,Goalkeeper,PSG,90,0,90,Poland,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,90,0,0,0.0,-1,-1,-1,19,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,100.0,0.0,0.0,0.0
1934,Marco Alia,21,Goalkeeper,Lazio,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1935,Marco Asensio,25,Midfielder,Real Madrid,334,160,174,Spain,9,5,4,3,2,1,1,1,0,0,0,5,4,1,3,1,2,0,0,1.08,0.27,0.81,1.13,0.52,111,0.81,111,37,0,334,0.0,1,17,-1,5,0.4,0.1,0.2,,0.4,0.6,0.0,0,3,1,0.9,0.9,,0.4,0.1,0.6,0.4,1,0.9,16.1,87.6,0.3,1.2,0.0
1936,Marco Ballarini,20,Midfielder,Udinese,0,0,0,Italy,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,5.0,100.0,0.0,0.0,0.0
1937,Marco Benassi,26,Midfielder,Fiorentina,976,355,621,Italy,18,8,10,1,0,1,1,0,1,0,0,4,3,1,9,2,7,1,0,0.18,0.09,0.09,0.0,0.14,976,0.83,108,54,976,976,0.09,187,182,-1,13,1.0,0.2,1.3,,0.3,0.4,0.1,0,1,1,1.1,0.9,,0.3,0.0,0.4,1.1,1,0.9,17.9,76.8,0.2,0.6,0.0
1938,Marco Bleve,25,Goalkeeper,Lecce,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1939,Marco Brescianini,21,Midfielder,AC Milan,24,24,0,Italy,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,24,0,0,0.0,-1,-1,-1,18,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1940,Marco Calderoni,32,Defender,Lecce,2067,1081,986,Italy,26,13,13,3,1,2,2,1,1,0,0,2,0,2,58,29,29,7,0,0.22,0.09,0.13,0.08,0.18,689,2.53,36,80,295,1034,0.3,148,169,190,5,1.5,1.4,1.1,,1.5,0.3,0.4,0,3,2,0.9,0.8,,1.4,0.1,0.3,1.0,2,0.8,32.6,74.0,1.1,1.8,0.0
1941,Marco D'Alessandro,30,Midfielder,SPAL,787,515,272,Italy,15,9,6,2,2,0,0,0,0,0,0,0,0,0,14,11,3,1,1,0.23,0.0,0.23,0.35,0.0,394,1.6,56,52,394,0,0.23,91,391,-1,3,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1942,Marco Friedl,23,Defender,Werder Bremen,2185,1047,1138,Austria,27,12,15,1,0,1,3,2,1,0,0,4,1,3,45,22,23,9,0,0.16,0.12,0.04,0.0,0.08,2185,1.85,49,81,243,728,0.37,223,138,116,10,2.3,1.3,1.2,,2.3,0.9,0.3,0,1,3,0.4,0.8,0.5,1.6,0.0,0.7,0.7,3,0.8,38.2,77.7,0.8,2.5,0.0
1943,Marco Höger,31,Midfielder,Köln,672,169,503,Germany,15,6,9,0,0,0,0,0,0,0,0,2,1,1,23,6,17,2,0,0.0,0.0,0.0,0.0,0.0,0,3.08,29,45,336,0,0.27,374,374,-1,28,0.7,0.4,0.7,,0.9,0.7,0.3,0,0,0,0.1,0.3,0.6,0.3,0.0,0.6,0.1,0,0.3,27.6,81.6,0.1,2.0,0.0
1944,Marco Mancosu,32,Midfielder,Lecce,2444,1325,1119,Italy,33,16,17,14,6,8,2,2,0,9,2,1,0,1,61,33,28,3,0,0.59,0.07,0.52,0.41,0.64,175,2.25,40,74,815,1222,0.11,22,209,-1,1,1.0,0.5,0.7,,0.5,0.6,0.3,0,14,2,2.5,0.9,,0.5,0.3,0.6,1.7,2,0.9,25.1,77.5,0.3,1.0,0.0
1945,Marco Meneghetti,20,Goalkeeper,SPAL,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1946,Marco Molla,0,Goalkeeper,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1947,Marco Olivieri,21,Midfielder,Juventus,27,18,9,Italy,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,0.0,-1,-1,-1,20,0.3,0.0,1.0,,0.0,0.3,0.0,0,0,0,0.3,0.0,,0.3,0.0,1.0,0.0,0,0.0,3.7,81.8,0.0,0.0,0.0
1948,Marco Parolo,36,Midfielder,Lazio,1692,612,1080,Italy,29,13,16,1,0,1,0,0,0,0,0,9,6,3,22,9,13,8,0,0.05,0.0,0.05,0.0,0.08,1692,1.17,77,58,212,0,0.43,232,396,-1,12,1.9,0.9,1.5,,1.6,0.1,0.5,0,1,0,0.6,0.3,,0.2,0.0,0.2,0.6,0,0.3,26.4,86.8,0.0,1.1,0.0
1949,Marco Pompetti,20,Midfielder,Sampdoria,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Marco Rente,24,Midfielder,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1951,Marco Reus,31,Forward,Borussia Dortmund,1502,780,722,Germany,19,10,9,11,10,1,5,3,2,1,0,7,5,2,24,10,14,1,0,0.96,0.3,0.66,1.15,0.12,137,1.44,63,79,1502,300,0.06,13,27,-1,3,1.4,0.5,0.9,,0.6,0.8,0.1,0,11,5,2.5,1.2,1.4,0.9,0.4,1.1,1.6,5,1.2,33.7,82.5,0.2,0.9,0.1
1952,Marco Richter,23,Forward,Augsburg,2288,1153,1135,Germany,31,16,15,4,4,0,3,2,1,0,0,7,3,4,39,21,18,2,0,0.28,0.12,0.16,0.31,0.0,572,1.53,59,74,1144,763,0.08,118,139,-1,4,0.7,0.8,1.0,,0.5,1.2,0.0,0,4,3,2.1,0.7,1.4,1.3,0.1,1.7,3.4,3,0.7,15.8,64.1,0.4,1.1,0.1
1953,Marco Russ,35,Defender,Eintracht Frankfurt,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1954,Marco Silvestri,30,Goalkeeper,Hellas Verona,3150,1530,1620,Italy,35,17,18,0,0,0,0,0,0,0,0,9,4,5,37,18,19,2,0,0.0,0.0,0.0,0.0,0.0,0,1.06,85,90,1575,0,0.06,354,423,37,24,0.0,0.1,0.0,,0.7,0.0,0.0,0,0,0,0.0,0.0,,0.1,0.0,0.0,0.0,0,0.0,25.9,41.7,0.0,5.9,0.0
1955,Marco Sportiello,28,Goalkeeper,Atalanta,526,346,180,Italy,6,4,2,0,0,0,0,0,0,0,0,2,1,1,5,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.86,105,88,0,0,0.0,303,304,12,23,0.0,0.0,0.0,,0.5,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,19.7,81.4,0.0,2.8,0.0
1956,Marco Stiepermann,30,Midfielder,Norwich City,1184,585,599,Germany,24,10,14,0,0,0,0,0,0,0,0,1,1,0,32,17,15,6,0,0.0,0.0,0.0,0.0,0.0,0,2.43,37,49,197,0,0.46,348,326,-1,25,0.8,0.2,0.9,0.0,0.7,0.7,0.1,0,0,0,0.8,0.5,0.7,0.6,0.0,0.9,1.1,0,0.5,16.8,71.5,0.0,0.4,0.0
1957,Marco Verratti,28,Midfielder,PSG,1481,852,629,Italy,20,10,10,0,0,0,5,2,3,0,0,11,6,5,14,9,5,6,0,0.3,0.3,0.0,0.0,0.0,0,0.85,106,74,247,296,0.36,355,20,-1,26,2.7,1.0,1.3,,0.3,1.8,0.2,0,0,5,0.1,1.4,1.3,1.7,0.0,1.1,0.7,5,1.4,85.5,92.5,0.3,3.3,0.3
1958,Marcos Alonso,30,Defender,Chelsea,1430,695,735,Spain,18,8,10,4,2,2,2,0,2,0,0,6,5,1,18,3,15,4,0,0.38,0.13,0.25,0.26,0.24,358,1.13,79,79,358,715,0.25,70,96,52,6,1.6,1.1,0.9,0.2,1.4,1.1,0.1,0,4,2,1.7,1.4,0.7,0.8,0.1,0.6,1.8,2,1.4,50.4,82.6,1.1,1.4,0.1
1959,Marcos Lavín Rodríguez,24,Goalkeeper,Getafe CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Marcos Llorente,26,Midfielder,Atlético Madrid,1367,622,745,Spain,29,14,15,3,0,3,3,1,2,0,0,13,7,6,16,6,10,4,0,0.4,0.2,0.2,0.0,0.36,456,1.05,85,47,342,456,0.26,88,50,-1,8,1.0,0.5,0.8,,0.3,0.9,0.1,0,3,3,0.5,0.6,,0.4,0.1,0.9,1.0,3,0.6,16.6,78.8,0.1,0.4,0.0
1961,Marcus Coco,24,Midfielder,Nantes,15,0,15,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15,0,0,0.0,-1,-1,-1,23,1.0,0.0,1.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,100.0,0.0,0.0,0.0
1962,Marcus Ingvartsen,25,Forward,Union Berlin,1725,794,931,Denmark,28,12,16,5,3,2,2,1,1,1,0,7,6,1,26,6,20,4,0,0.37,0.1,0.26,0.34,0.19,345,1.36,66,62,431,863,0.21,81,157,-1,3,0.7,0.6,1.7,,0.5,0.7,0.0,0,5,2,1.6,0.4,0.5,0.7,0.1,0.7,1.7,2,0.4,17.0,67.2,0.2,0.1,0.0
1963,Marcus Rashford,23,Forward,Manchester United,2655,1257,1398,England,31,15,16,17,12,5,7,3,4,6,2,9,4,5,26,12,14,3,0,0.81,0.24,0.58,0.86,0.32,156,0.88,102,86,885,379,0.1,17,39,-1,1,0.4,0.3,0.7,0.0,0.5,0.5,0.0,0,17,7,3.1,1.1,1.9,1.5,0.4,1.1,2.1,7,1.1,30.4,77.3,0.3,1.2,0.2
1964,Marcus Schubert,22,Goalkeeper,Schalke 04,741,381,360,Germany,9,5,4,0,0,0,0,0,0,0,0,2,2,0,17,5,12,0,0,0.0,0.0,0.0,0.0,0.0,0,2.06,44,82,0,0,0.0,279,256,135,20,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1965,Marcus Thuram,23,Forward,Borussia M'gladbach,2217,1076,1141,France,31,15,16,10,7,3,8,4,4,0,0,6,2,4,24,14,10,3,0,0.73,0.32,0.41,0.59,0.24,222,0.97,92,72,739,277,0.12,41,23,-1,1,0.8,0.4,1.7,,0.5,0.6,0.0,0,10,8,1.8,1.0,2.0,2.0,0.6,1.3,2.6,8,1.0,20.2,69.4,0.0,0.1,0.0
1966,Marek Suchý,33,Defender,Augsburg,395,170,225,Czech Republic,7,3,4,0,0,0,0,0,0,0,0,0,0,0,12,5,7,1,0,0.0,0.0,0.0,0.0,0.0,0,2.73,33,56,395,0,0.23,308,312,147,25,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1967,Mariano,27,Forward,Real Madrid,40,7,33,Dominican Republic,5,3,2,1,1,0,0,0,0,0,0,3,3,0,2,0,2,1,0,2.25,0.0,2.25,12.86,0.0,40,4.5,20,8,40,0,2.25,-1,-1,-1,21,0.0,0.0,0.4,,0.0,0.2,0.0,0,1,0,1.2,0.2,,0.0,0.0,0.0,0.0,0,0.2,2.8,71.4,0.0,0.0,0.0
1968,Marijan Ćavar,23,Midfielder,Eintracht Frankfurt,0,0,0,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1969,Mario Balotelli,30,Forward,Brescia,1417,809,608,Italy,19,11,8,5,1,4,0,0,0,0,0,3,2,1,27,13,14,7,1,0.32,0.0,0.32,0.11,0.59,283,1.71,52,75,177,0,0.51,60,294,-1,3,0.1,0.4,1.7,,1.2,0.5,0.1,0,5,0,3.8,0.5,,2.7,0.4,0.5,1.8,0,0.5,18.3,66.0,0.1,1.6,0.0
1970,Mario Gaspar,30,Defender,Villarreal,1962,970,992,Spain,25,12,13,0,0,0,2,0,2,0,0,7,4,3,27,13,14,2,0,0.09,0.09,0.0,0.0,0.0,0,1.24,73,78,981,981,0.09,398,137,105,20,1.4,1.0,1.4,,2.4,0.2,0.4,0,0,2,0.6,0.8,,0.4,0.0,0.2,0.6,2,0.8,34.6,75.0,0.4,1.1,0.0
1971,Mario Götze,28,Midfielder,Borussia Dortmund,515,187,328,Germany,15,7,8,3,2,1,0,0,0,1,0,6,4,2,8,2,6,0,0,0.52,0.0,0.52,0.96,0.27,172,1.4,64,34,0,0,0.0,20,299,-1,9,0.7,0.1,0.3,,0.1,0.6,0.0,0,3,0,0.5,0.7,0.2,0.7,0.3,0.5,1.0,0,0.7,18.1,84.9,0.1,0.4,0.1
1972,Mario Hermoso,25,Defender,Atlético Madrid,1220,741,479,Spain,17,11,6,0,0,0,0,0,0,0,0,9,6,3,9,6,3,4,1,0.0,0.0,0.0,0.0,0.0,0,0.66,136,72,244,0,0.37,394,397,14,26,0.9,0.7,1.1,,3.5,0.4,0.3,0,0,0,0.2,0.1,,0.5,0.1,0.1,0.2,0,0.1,36.8,79.4,0.0,3.4,0.0
1973,Mario Mandžukić,34,Forward,Juventus,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1974,Mario Pašalić,26,Midfielder,Atalanta,2426,1224,1202,Croatia,35,16,19,9,7,2,5,2,3,0,0,9,4,5,32,19,13,6,0,0.52,0.19,0.33,0.51,0.15,270,1.19,76,69,404,485,0.22,57,72,-1,5,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1975,Mario Rodríguez Ruiz,24,Midfielder,Granada CF,1,0,1,Spain,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0.0,-1,-1,-1,15,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Mario Vrančić,31,Midfielder,Norwich City,626,403,223,Bosnia and Herzegovina,20,12,8,1,1,0,0,0,0,0,0,1,0,1,17,9,8,3,0,0.14,0.0,0.14,0.22,0.0,626,2.44,37,31,209,0,0.43,118,273,-1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Marius Bülter,28,Midfielder,Union Berlin,2332,1090,1242,Germany,32,17,15,7,4,3,1,0,1,0,0,8,7,1,44,17,27,1,0,0.31,0.04,0.27,0.33,0.22,333,1.7,53,73,2332,2332,0.04,79,230,-1,2,1.2,0.3,1.0,,0.6,1.2,0.1,0,7,1,1.3,0.8,1.7,0.8,0.3,1.4,2.2,1,0.8,16.8,64.9,0.4,0.5,0.0
1978,Marius Wolf,26,Midfielder,Hertha BSC,1410,791,619,Germany,21,12,9,1,1,0,3,2,1,0,0,5,3,2,31,21,10,3,1,0.26,0.19,0.06,0.11,0.0,1410,1.98,45,67,470,470,0.19,194,80,-1,14,0.9,0.8,0.7,,0.6,0.8,0.0,0,1,3,0.7,1.0,1.3,0.9,0.0,1.4,1.7,3,1.0,26.8,65.9,0.5,1.7,0.0
